Wall time,Step,Value
1654068251.971043,0,3732.8408203125
1654068252.192823,10,2783.4033203125
1654068252.403559,20,2430.123779296875
1654068252.61307,30,2121.919677734375
1654068252.823544,40,1983.7611083984375
1654068253.034638,50,1848.9991455078125
1654068253.24765,60,1701.482666015625
1654068253.459049,70,1521.8968505859375
1654068253.668177,80,1277.7769775390625
1654068253.880248,90,968.712158203125
1654068254.092249,100,681.2214965820312
1654068254.302093,110,393.247314453125
1654068254.514919,120,184.63241577148438
1654068254.725924,130,89.71110534667969
1654068254.937945,140,52.9461669921875
1654068255.145171,150,30.03427505493164
1654068255.356066,160,20.39028549194336
1654068255.56539,170,12.952742576599121
1654068255.774748,180,9.35488224029541
1654068255.984287,190,6.915587902069092
1654068256.193683,200,5.429773330688477
1654068256.405407,210,4.385074615478516
1654068256.617048,220,3.64957594871521
1654068256.828048,230,3.115302562713623
1654068257.038175,240,2.736595869064331
1654068257.249737,250,7.961226463317871
1654068257.459876,260,3.7142770290374756
1654068257.670759,270,2.5273633003234863
1654068257.880126,280,1.9211156368255615
1654068258.091812,290,1.6965981721878052
1654068258.300122,300,1.5258979797363281
1654068258.508579,310,1.3866729736328125
1654068258.717555,320,1.2915780544281006
1654068258.928579,330,3.535254955291748
1654068259.13823,340,1.1680688858032227
1654068259.347331,350,1.4188798666000366
1654068259.562286,360,1.2656950950622559
1654068259.773064,370,1.0820324420928955
1654068259.984938,380,2.41752290725708
1654068260.197224,390,1.9207813739776611
1654068260.408342,400,1.2254421710968018
1654068260.619385,410,0.9294164776802063
1654068260.830859,420,0.9117833375930786
1654068261.043613,430,0.8142998218536377
1654068261.254815,440,0.7590676546096802
1654068261.465068,450,0.7544796466827393
1654068261.676021,460,1.580141305923462
1654068261.887062,470,0.6861778497695923
1654068262.097012,480,1.5356374979019165
1654068262.307527,490,0.6693198680877686
1654068262.519168,500,0.676982581615448
1654068262.730455,510,0.7426809072494507
1654068262.9426,520,4.267813682556152
1654068263.154169,530,0.6375370025634766
1654068263.363726,540,0.7100762724876404
1654068263.573664,550,0.6898206472396851
1654068263.785044,560,0.5161820650100708
1654068263.997087,570,0.5293846130371094
1654068264.209131,580,0.9398146867752075
1654068264.418503,590,1.3398566246032715
1654068264.630649,600,1.9808943271636963
1654068264.842247,610,1.057020902633667
1654068265.056069,620,0.6946237087249756
1654068265.266828,630,0.5178827047348022
1654068265.479419,640,0.4303821921348572
1654068265.691007,650,0.4239491820335388
1654068265.902832,660,0.40713590383529663
1654068266.113957,670,0.4039266109466553
1654068266.324473,680,0.9222273826599121
1654068266.534572,690,0.4505702257156372
1654068266.745364,700,1.1148196458816528
1654068266.955722,710,0.7932432889938354
1654068267.167729,720,0.5052847862243652
1654068267.377696,730,0.3591043949127197
1654068267.591349,740,0.35773175954818726
1654068267.800864,750,0.3400370478630066
1654068268.01169,760,0.33950912952423096
1654068268.224948,770,1.1156392097473145
1654068268.436369,780,0.3757900595664978
1654068268.648955,790,1.2077457904815674
1654068268.861322,800,0.7032192945480347
1654068269.073293,810,0.4994136691093445
1654068269.285289,820,0.39073726534843445
1654068269.495831,830,0.3154863119125366
1654068269.706969,840,0.28436535596847534
1654068269.917368,850,0.28333503007888794
1654068270.128247,860,0.27285897731781006
1654068270.341105,870,0.2679348289966583
1654068270.551165,880,0.26350921392440796
1654068270.763009,890,0.4371759295463562
1654068270.975337,900,6.380049705505371
1654068271.188449,910,2.688526153564453
1654068271.400254,920,0.7493928670883179
1654068271.613709,930,0.28151461482048035
1654068271.824364,940,0.2454851269721985
1654068272.034616,950,0.2416960597038269
1654068272.247384,960,0.23413532972335815
