Wall time,Step,Value
1654068589.41709,10,0.10895391553640366
1654068589.625723,20,0.10642125457525253
1654068589.833026,30,0.10438981652259827
1654068590.040004,40,0.10259438306093216
1654068590.246745,50,0.09976144134998322
1654068590.456127,60,0.0958842784166336
1654068590.665023,70,0.08795514702796936
1654068590.872358,80,0.07198195904493332
1654068591.082376,90,0.06325579434633255
1654068591.289563,100,0.056710608303546906
1654068591.495425,110,0.052526138722896576
1654068591.702311,120,0.048848286271095276
1654068591.911375,130,0.04679779335856438
1654068592.120571,140,0.044660575687885284
1654068592.327142,150,0.042256373912096024
1654068592.533327,160,0.041310109198093414
1654068592.745909,170,0.04007212817668915
1654068592.955495,180,0.0386957973241806
1654068593.16286,190,0.03730756789445877
1654068593.370876,200,0.035600773990154266
1654068593.576502,210,0.03443369269371033
1654068593.783436,220,0.03279135003685951
1654068593.990591,230,0.03160032629966736
1654068594.198422,240,0.029199430719017982
1654068594.406174,250,0.027289479970932007
1654068594.615781,260,0.02618427202105522
1654068594.824256,270,0.025830687955021858
1654068595.03577,280,0.025054702535271645
1654068595.246396,290,0.024400517344474792
1654068595.454219,300,0.023739105090498924
1654068595.665906,310,0.023337045684456825
1654068595.875477,320,0.022837340831756592
1654068596.083452,330,0.022204358130693436
1654068596.288879,340,0.021359171718358994
1654068596.49643,350,0.020826593041419983
1654068596.704298,360,0.02035314217209816
1654068596.909894,370,0.020075997337698936
1654068597.118878,380,0.019707322120666504
1654068597.32877,390,0.019526945427060127
1654068597.538567,400,0.0190225001424551
1654068597.747509,410,0.018616361543536186
1654068597.954893,420,0.018080975860357285
1654068598.167177,430,0.01749439537525177
1654068598.376102,440,0.017070947214961052
1654068598.583957,450,0.016637353226542473
1654068598.790186,460,0.016096604987978935
1654068599.001165,470,0.015812523663043976
1654068599.210176,480,0.015564228408038616
1654068599.418003,490,0.015443705953657627
1654068599.626615,500,0.015317969024181366
1654068599.835089,510,0.015172687359154224
1654068600.043459,520,0.01505972072482109
1654068600.254412,530,0.014938103966414928
1654068600.463585,540,0.01476109679788351
1654068600.669902,550,0.0146083515137434
1654068600.877002,560,0.01445302926003933
1654068601.086934,570,0.014312014915049076
1654068601.293127,580,0.01412207167595625
1654068601.50068,590,0.013874594122171402
1654068601.710282,600,0.013717537745833397
1654068601.916781,610,0.01362022664397955
1654068602.127232,620,0.013525265268981457
1654068602.335952,630,0.01331569254398346
1654068602.545944,640,0.013046467676758766
1654068602.752664,650,0.012836091220378876
1654068602.961955,660,0.012259917333722115
1654068603.172165,670,0.011930596083402634
1654068603.380891,680,0.01146035734564066
1654068603.590229,690,0.01109324675053358
1654068603.797341,700,0.010748038999736309
1654068604.006122,710,0.01049093808978796
1654068604.214046,720,0.010270891711115837
1654068604.421272,730,0.009876948781311512
1654068604.629257,740,0.009516222402453423
1654068604.837483,750,0.009178896434605122
1654068605.044061,760,0.009058937430381775
1654068605.251436,770,0.008916707709431648
1654068605.458963,780,0.008860990405082703
1654068605.66808,790,0.008766569197177887
1654068605.875032,800,0.008650524541735649
1654068606.084904,810,0.008445990271866322
1654068606.293408,820,0.008232655003666878
1654068606.502899,830,0.008063800632953644
1654068606.712388,840,0.007887586951255798
1654068606.922159,850,0.007823634892702103
1654068607.130652,860,0.007762282621115446
1654068607.342395,870,0.007719702087342739
1654068607.551485,880,0.007590652443468571
1654068607.760702,890,0.007443653419613838
1654068607.969843,900,0.00730434525758028
1654068608.17938,910,0.007181735243648291
1654068608.388271,920,0.006957553792744875
1654068608.596864,930,0.006887255236506462
1654068608.803098,940,0.006811187136918306
1654068609.010638,950,0.006693404633551836
1654068609.217956,960,0.006516293156892061
1654068609.425733,970,0.006376082077622414
1654068609.637212,980,0.006223562639206648
1654068609.849393,990,0.006140591576695442
1654068610.057436,1000,0.005789928138256073
1654068610.267179,1010,0.005609090439975262
1654068610.476201,1020,0.005495269317179918
1654068610.684408,1030,0.0053718555718660355
1654068610.891258,1040,0.00532161258161068
1654068611.099427,1050,0.005266201216727495
1654068611.307786,1060,0.005201306194067001
1654068611.519601,1070,0.0051159728318452835
1654068611.728933,1080,0.005049481056630611
1654068611.939275,1090,0.004983755759894848
1654068612.151729,1100,0.00489887036383152
1654068612.361515,1110,0.004771300591528416
1654068612.571138,1120,0.004614184144884348
1654068612.779092,1130,0.004553176462650299
1654068612.988079,1140,0.004525951109826565
1654068613.195402,1150,0.004459550604224205
1654068613.405892,1160,0.004397804383188486
1654068613.615706,1170,0.004354149103164673
1654068613.824471,1180,0.004316960461437702
1654068614.033802,1190,0.00428122328594327
1654068614.243509,1200,0.004259905777871609
1654068614.454625,1210,0.004204846452921629
1654068614.663448,1220,0.004124395549297333
1654068614.873209,1230,0.00408463180065155
1654068615.081877,1240,0.0040734438225626945
1654068615.291838,1250,0.004004934336990118
1654068615.499751,1260,0.0039537991397082806
1654068615.709888,1270,0.0038998781237751245
1654068615.91767,1280,0.003860701806843281
1654068616.129314,1290,0.0038247723132371902
1654068616.340601,1300,0.00375822139903903
1654068616.549756,1310,0.0037218844518065453
1654068616.758244,1320,0.0036807332653552294
1654068616.966705,1330,0.003606975544244051
1654068617.176105,1340,0.00357602396979928
1654068617.385482,1350,0.003529439214617014
1654068617.599082,1360,0.00347753893584013
1654068617.805961,1370,0.003441770561039448
